title,author,year,link
"On the relationship between EEG and P300: individual differences, aging, and ultradian rhythms",['J Polich'],1997,N/A
P300 in detecting concealed information,['JP Rosenfeld'],2011,https://groups.psych.northwestern.edu/rosenfeld/documents/MemoryDetection69-90.pdf
Characterization of N200 and P300: selected studies of the event-related potential,"['SH Patel', 'PN Azzam']",2005,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252727/
Schizophrenia: the broken P300 and beyond,['JM Ford'],1999,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1469-8986.3660667
p300/CBP proteins: HATs for transcriptional bridges and scaffolds,"['HM Chan', 'NB La Thangue']",2001,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=fb42c033992f8a0c903adb25359265e2b9a6d171
P300-response: possible psychophysiological correlates in delta and theta frequency channels. A review,"['C Başar-Eroglu', 'E Başar', 'T Demiralp']",1992,https://www.academia.edu/download/44293805/P300-response_Possible_psychophysiologic20160401-4603-jiv2q6.pdf
P300 and long-term physical exercise,"['J Polich', 'MT Lardon']",1997,http://drlardon.com/wp-content/uploads/2014/06/P300_and_Long_Term_Exercise.pdf
"Event-related potentials in clinical research: guidelines for eliciting, recording, and quantifying mismatch negativity, P300, and N400","['CC Duncan', 'RJ Barry', 'JF Connolly', 'C Fischer']",2009,https://www.scielo.br/j/acr/a/qSKLbtdjQqQmgvPSS9gWm7G/?lang=en
CREB-binding protein and p300: molecular integrators of hematopoietic transcription,['GA Blobel'],2000,N/A
Polyubiquitination of p53 by a ubiquitin ligase activity of p300,"['SR Grossman', 'ME Deato', 'C Brignone', 'HM Chan']",2003,N/A
Inhibition of p300 impairs Foxp3+ T regulatory cell function and promotes antitumor immunity,"['Y Liu', 'L Wang', 'J Predina', 'R Han', 'UH Beier']",2013,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3793393/
Regulation of the p300 HAT domain via a novel activation loop,"['PR Thompson', 'D Wang', 'L Wang', 'M Fulco']",2004,https://www.researchgate.net/profile/Dianzheng-Zhang/publication/6283593_Regulation_of_the_p300_HAT_domain_via_a_novel_activation_loop/links/0f3175323055260050000000/Regulation-of-the-p300-HAT-domain-via-a-novel-activation-loop.pdf
“P300” and memory: Individual differences in the von Restorff effect,"['D Karis', 'M Fabiani', 'E Donchin']",1984,https://www.academia.edu/download/49102745/0010-0285_2884_2990007-020160925-10997-sjrzg0.pdf
On the neural generators of the P300 component of the event‐related potential,['RAY Johnson Jr'],1993,http://apsychoserver.psych.arizona.edu/JJBAReprints/PSYC501A/Readings/Johnson_on%20the%20neural%20generators%20of%20the%20P300_Psychophysiology_1993.pdf
P300 and genetic risk for schizophrenia,"['G Winterer', 'MF Egan', 'T Raedler']",2003,https://jamanetwork.com/journals/jamapsychiatry/articlepdf/207980/YOA20483.pdf
A tactile P300 brain-computer interface,"['AM Brouwer', 'JB Van Erp']",2010,https://www.frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2010.00019/pdf
A triarchic model of P300 amplitude.,['R Johnson Jr'],1986,N/A
Transcriptional coactivator protein p300,"['PR Thompson', 'H Kurooka', 'Y Nakatani']",2001,https://www.jbc.org/article/S0021-9258(19)34769-6/pdf
The P300-based brain–computer interface (BCI): effects of stimulus rate,"['DJ McFarland', 'WA Sarnacki', 'G Townsend']",2011,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3050994/
P300 amplitude in Alzheimer's disease: a meta-analysis and meta-regression,"['D Hedges', 'R Janis', 'S Mickelson']",2016,https://www.researchgate.net/profile/Rebecca-Janis/publication/266151933_P300_Amplitude_in_Alzheimer's_Disease_A_Meta-Analysis_and_Meta-Regression/links/551afbb20cf251c35b503fa6/P300-Amplitude-in-Alzheimers-Disease-A-Meta-Analysis-and-Meta-Regression.pdf
The transcriptional coactivator and acetyltransferase p300 in fibroblast biology and fibrosis,"['AK Ghosh', 'J Varga']",2007,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcp.21162
P300 and long‐term memory: Latency predicts recognition performance,"['R Johnson Jr', 'A Pfefferbaum', 'BS Kopell']",1985,N/A
An adaptive P300-based online brain–computer interface,"['A Lenhardt', 'M Kaper', 'HJ Ritter']",2008,https://ieeexplore.ieee.org/iel5/7333/4359219/04389810.pdf
The structural basis of protein acetylation by the p300/CBP transcriptional coactivator,"['X Liu', 'L Wang', 'K Zhao', 'PR Thompson', 'Y Hwang']",2008,N/A
Meta-analysis of the P300 and P50 waveforms in schizophrenia,"['E Bramon', 'S Rabe-Hesketh', 'P Sham', 'RM Murray']",2004,https://www.academia.edu/download/47877329/j.schres.2004.01.00420160807-10934-1d0fsaf.pdf
Altered P300 topography in schizophrenia,"['R Morstyn', 'FH Duffy', 'RW McCarley']",1983,N/A
Why the P600 is not just a P300: The role of the basal ganglia,"['S Frisch', 'SA Kotz', 'DY Von Cramon']",2003,https://pure.mpg.de/rest/items/item_728245/component/file_728244/content
P300 deficits in adults with attention deficit hyperactivity disorder: a meta-analysis,"['B Szuromi', 'P Czobor', 'S Komlósi', 'I Bitter']",2011,https://www.researchgate.net/profile/Istvan-Bitter/publication/47509217_P300_deficits_in_adults_with_attention_deficit_hyperactivity_disorder_A_meta-analysis/links/0a85e530f63a45d43d000000/P300-deficits-in-adults-with-attention-deficit-hyperactivity-disorder-A-meta-analysis.pdf
Lysine acetyltransferases CBP and p300 as therapeutic targets in cognitive and neurodegenerative disorders,"['LM Valor', 'J Viosca', 'JP Lopez-Atalaya']",2013,https://www.ingentaconnect.com/contentone/ben/cpd/2013/00000019/00000028/art00004?crawler=true
A viral mechanism for inhibition of p300 and PCAF acetyltransferase activity,"['D Chakravarti', 'V Ogryzko', 'HY Kao', 'A Nash', 'H Chen']",1999,https://www.cell.com/cell/pdf/S0092-8674(00)80552-8.pdf
Inhibition of the acetyltransferases p300 and CBP reveals a targetable function for p300 in the survival and invasion pathways of prostate cancer cell lines,"['FR Santer', 'PPS Höschele', 'SJ Oh', 'HHH Erb']",2011,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7d055c429924bc68fe0b49b2ef66e847fba25ca6
"P300 sequence effects, probability, and interstimulus interval","['J Polich', 'T Bondurant']",1997,N/A
Life and death of transcriptional co-activator p300,"['J Chen', 'Q Li']",2011,https://www.tandfonline.com/doi/pdf/10.4161/epi.6.8.16065
Structure of the p300 catalytic core and implications for chromatin targeting and HAT regulation,"['M Delvecchio', 'J Gaucher', 'C Aguilar-Gurrieri']",2013,N/A
A novel cofactor for p300 that regulates the p53 response,"['N Shikama', 'CW Lee', 'S France', 'L Delavaine', 'J Lyon']",1999,https://www.cell.com/molecular-cell/pdf/S1097-2765(00)80338-X.pdf
"P300, probability, and the three-tone paradigm","['J Katayama', 'J Polich']",1996,N/A
A comparison of classification techniques for the P300 Speller,"['DJ Krusienski', 'EW Sellers', 'F Cabestaing']",2006,https://hal.science/hal-00521054/file/krusienski_jne_2006.pdf
Is the P300 wave an endophenotype for schizophrenia? A meta-analysis and a family study,"['E Bramon', 'C McDonald', 'RJ Croft', 'S Landau', 'F Filbey']",2005,N/A
Meta-analysis of P300 amplitude from males at risk for alcoholism.,"['J Polich', 'VE Pollock', 'FE Bloom']",1994,N/A
P300-based brain computer interface: reliability and performance in healthy and paralysed participants,"['F Piccione', 'F Giorgi', 'P Tonin', 'K Priftis', 'S Giove']",2006,N/A
Interaction and functional collaboration of p300 and C/EBPβ,"['S Mink', 'B Haenig', 'KH Klempnauer']",1997,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC232514/pdf/176609.pdf
"SET1 and p300 act synergistically, through coupled histone modifications, in transcriptional activation by p53","['Z Tang', 'WY Chen', 'M Shimada', 'UTT Nguyen', 'J Kim']",2013,https://www.cell.com/cell/pdfExtended/S0092-8674(13)00766-6
A P300-based brain–computer interface: initial tests by ALS patients,"['EW Sellers', 'E Donchin']",2006,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=21e06ad6bb8447f302338c41654428da105ef851
The neural basis of the P300 potential: Focus on the time-course of the underlying cortical generators,"['C Mulert', 'O Pogarell', 'G Juckel', 'D Rujescu']",2004,https://www.academia.edu/download/48070050/s00406-004-0469-220160815-20575-tw7qsd.pdf
Convolutional neural networks for P300 detection with application to brain-computer interfaces,"['H Cecotti', 'A Graser']",2010,https://pure.ulster.ac.uk/files/11410302/cecotti_pami.pdf
P300 in serial tasks: an essential post-decision closure mechanism,['JE Desmedt'],1980,N/A
P300 latency reflects the degree of cognitive decline in dementing illness,"['J Polich', 'CL Ehlers', 'S Otis', 'AJ Mandell']",1986,N/A
p300/MDM2 complexes participate in MDM2-mediated p53 degradation,"['SR Grossman', 'M Perez', 'AL Kung', 'M Joseph', 'C Mansur']",1998,https://www.cell.com/molecular-cell/pdf/S1097-2765(00)80140-9.pdf
"P300, probability, and interstimulus interval",['J Polich'],1990,N/A
"Functional role of p35srj, a novel p300/CBP binding protein, during transactivation by HIF-1","['S Bhattacharya', 'CL Michels', 'MK Leung']",1999,https://genesdev.cshlp.org/content/13/1/64.full.pdf
"P300 from one-, two-, and three-stimulus auditory paradigms","['J Katayama', 'J Polich']",1996,https://www.academia.edu/download/45331600/Katayama__Polich_-_1996_-_P300_from_one-__two-__and_three-stimulus_auditory_paradigms.pdf
Transcriptional/epigenetic regulator CBP/p300 in tumorigenesis: structural and functional versatility in target recognition,"['F Wang', 'CB Marshall', 'M Ikura']",2013,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11113169/
The P300 event-related brain potential as a neurobiological endophenotype for substance use disorders: a meta-analytic investigation,"['AS Euser', 'LR Arends', 'BE Evans']",2012,https://www.academia.edu/download/47484114/j.neubiorev.2011.09.00220160724-27840-q3qy48.pdf
Expression of HDAC1 and CBP/p300 in human colorectal carcinomas,"['K Ishihama', 'M Yamakawa', 'S Semba']",2007,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2095491/
"N300, P300 and the emotional processing of visual stimuli","['L Carretié', 'J Iglesias', 'T Garcia', 'M Ballesteros']",1997,N/A
Cooperation of Stat2 and p300/CBP in signalling induced by interferon-α,"['S Bhattacharya', 'R Eckner', 'S Grossman', 'E Oldread']",1996,https://www.academia.edu/download/49347402/383344a020161004-26595-1x2an13.pdf
The late positive component (P300) and information processing in sentences,"['D Friedman', 'R Simson', 'W Ritter', 'I Rapin']",1975,N/A
The time constant in P300 recording,"['CC Duncan‐Johnson', 'E Donchin']",1979,https://www.academia.edu/download/113064520/j.1469-8986.1979.tb01440.x20240405-1-o0eo03.pdf
The APC/C and CBP/p300 cooperate to regulate transcription and cell-cycle progression,"['AS Turnell', 'GS Stewart', 'RJA Grand', 'SM Rookes']",2005,https://www.academia.edu/download/85629135/nature0415120220507-1-1q9sr58.pdf
The P300 event-related potential: the effects of sleep deprivation,"['AM Morris', 'Y So', 'KA Lee', 'AA Lash']",1992,N/A
Wavelet analysis of oddball P300,"['T Demiralp', 'A Ademoglu', 'Y Istefanopulos']",2001,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=292f66cc457fcd1094d12485940ba43fb685e638
P300 amplitude is determined by target-to-target interval,"['CJ Gonsalvez', 'J Polich']",2002,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=aea0ff595217ff2991da54df3dd57f157dd859c2
P300 audio-visual speller,"['A Belitski', 'J Farquhar', 'P Desain']",2011,https://www.researchgate.net/profile/J-Farquhar/publication/50850907_P300_audio-visual_speller/links/542024b40cf241a65a1b0863/P300-audio-visual-speller.pdf
Toward enhanced P300 speller performance,"['DJ Krusienski', 'EW Sellers', 'DJ McFarland']",2008,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2349091/
Effects of practice on the P300 in a Go/NoGo task,"['E Jodo', 'K Inoue']",1990,N/A
CREB-binding protein/p300 are transcriptional coactivators of p65,"['ME Gerritsen', 'AJ Williams', 'AS Neish']",1997,https://www.pnas.org/doi/pdf/10.1073/pnas.94.7.2927
A subcortical correlate of P300 in man,"['CD Yingling', 'Y Hosobuchi']",1984,N/A
Auditory P300 and eye tracking dysfunction in schizophrenic pedigrees,"['DHR Blackwood', 'DM St Clair', 'WJ Muir']",1991,N/A
p300/CBP‐mediated p53 acetylation is commonly induced by p53‐activating agents and inhibited by MDM2,"['A Ito', 'CH Lai', 'X Zhao', 'S Saito', 'MH Hamilton']",2001,https://www.embopress.org/doi/full/10.1093/emboj/20.6.1331
A metric for thought: a comparison of P300 latency and reaction time,"['G McCarthy', 'E Donchin']",1981,N/A
CBP/p300 as a co-factor for the Microphthalmia transcription factor,"['S Sato', 'K Roberts', 'G Gambino', 'A Cook', 'T Kouzarides']",1997,https://www.researchgate.net/profile/Shigeru_Sato/publication/13995284_CBPp300_as_a_co-factor_for_the_Microphthalmia_transcription_factor/links/53ea289b0cf2dc24b3cb0f88/CBP-p300-as-a-co-factor-for-the-Microphthalmia-transcription-factor.pdf
Regulation of NF-κB by cyclin-dependent kinases associated with the p300 coactivator,"['ND Perkins', 'LK Felzien', 'JC Betts', 'K Leung', 'DH Beach']",1997,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b5754506924745cb648eb8875aae3c93afd457fc
User adaptive BCIs: SSVEP and P300 based interfaces.,"['F Beverina', 'G Palmas', 'S Silvoni', 'F Piccione']",2003,https://www.academia.edu/download/47246973/PSYCHNOLOGY_JOURNAL_1_4_BEVERINA.pdf
On the number of trials needed for P300,"['J Cohen', 'J Polich']",1997,N/A
Time-resolved analysis reveals rapid dynamics and broad scope of the CBP/p300 acetylome,"['BT Weinert', 'T Narita', 'S Satpathy', 'B Srinivasan']",2018,https://www.cell.com/cell/pdf/S0092-8674(18)30526-9.pdf
Does the 'P300'speller depend on eye gaze?,"['P Brunner', 'S Joshi', 'S Briskin', 'JR Wolpaw']",2010,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992970/
Structure of p300 in complex with acyl-CoA variants,"['Z Kaczmarska', 'E Ortega', 'A Goudarzi', 'H Huang']",2017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5757799/
An adaptive P300-based control system,"['J Jin', 'BZ Allison', 'EW Sellers', 'C Brunner']",2011,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4429775/
コンピュータ画像処理 (改訂 2 版),['田村秀行， 斎藤英雄'],2022,N/A
画像処理によるコンクリ-ト構造物の高精度なひび割れ自動抽出,['藤田悠介， 中村秀明， 浜本義彦'],2010,https://www.jstage.jst.go.jp/article/jscejf/66/3/66_3_459/_pdf
確率モデルによる画像処理技術入門,['田中和之'],2006,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=84f5d180ad5406b2b1b549aa6d8eb69f9796131b
画像処理に基づく流れの三次元計測に関する研究,['西野耕一， 笠木伸英， 平田賢， 佐田豊'],1989,https://www.jstage.jst.go.jp/article/kikaib1979/55/510/55_510_404/_pdf
画像処理工学,['村上伸一'],2004,N/A
画像処理と色空間,['平井経太'],2017,https://www.jstage.jst.go.jp/article/itej/71/5/71_306/_pdf
画像処理による 3 次元眼球運動計測,['坂下祐輔， 藤吉弘亘， 平田豊'],2006,http://mprg.jp/data/MPRG/F_group/F040_sakashita2006.pdf
医用画像処理,['尾上守夫'],1982,N/A
交通流解析のためのビデオ画像処理システム TrafficAnalyzer の開発と性能検証,['鈴木一史， 中村英樹'],2006,https://www.jstage.jst.go.jp/article/jscejd/62/3/62_3_276/_pdf
C 言語で学ぶ実践画像処理∼ Windows Macintosh X-Window 対応∼,['井上誠喜， 八木伸行， 林正樹， 中須英輔， 三谷公二'],2000,N/A
LLVE: トップダウン・セグメンテーションのための画像処理エキスパートシステム,['松山隆司， 尾崎正治'],1986,https://ipsj.ixsq.nii.ac.jp/ej/?action=repository_action_common_download&item_id=15695&item_no=1&attribute_id=1&file_no=1
画像処理による顔検出と顔認識,['岩井儀雄， 勞世竑， 山口修， 平山高嗣'],2005,https://ipsj.ixsq.nii.ac.jp/ej/?action=repository_action_common_download&item_id=52376&item_no=1&attribute_id=1&file_no=1
プレゼン先生: 音声情報処理と画像情報処理を用いたプレゼンテーションのトレーニングシステム,['栗原一貴， 後藤真孝， 緒方淳， 松坂要佐'],2006,https://www.wiss.org/WISS2006Proceedings/papers/A_Presentation_Training_System_using/presensensei_cameraready_color.pdf
画像処理研究用標準画像データベース SIDBA の運用について,['坂内正夫， 大沢裕， 曽根光男， 尾上守夫'],1984,https://www.jstage.jst.go.jp/article/tvtr/8/38/8_KJ00001965452/_pdf
画像処理の基礎,['梅田和昇'],2006,https://www.jstage.jst.go.jp/article/jjspe1986/72/5/72_5_583/_pdf
画像処理用のプロセッサ,['天満勉'],1984,https://ipsj.ixsq.nii.ac.jp/ej/?action=repository_action_common_download&item_id=5958&item_no=1&attribute_id=1&file_no=1
3 次元画像処理入門,['村上伸一'],2010,N/A
画像処理,['高木幹雄'],1977,https://ipsj.ixsq.nii.ac.jp/ej/?action=repository_action_common_download&item_id=59510&item_no=1&attribute_id=1&file_no=1
画像処理による読唇の試み,['松岡清利， 古谷忠義， 黒須顕二'],1986,N/A
並列処理マシン: 画像処理マシン,['前田明'],1987,https://ipsj.ixsq.nii.ac.jp/ej/?action=repository_action_common_download&item_id=5500&item_no=1&attribute_id=1&file_no=1
